,X,National.Reference,LIMS.number,CB.18,CB.28,CB.31,CB.44,CB.47,CB.49,CB.52,CB.66,CB.101,CB.105,CB.110,CB.118,CB.128,CB.138,CB.141,CB.149,CB.151,CB.153,CB.156,CB.158,CB.170,CB.180,CB.183,CB.187,CB.194,LIPID,HCB,AHCH,BHCH,GHCH,DIELDRIN,PPDDE,PPTDE,PPDDT,BDE.17,BDE.28,BDE.47,BDE.66,BDE.85,BDE.99,BDE.100,BDE.138,BDE.153,BDE.154,BDE.183,A.HBCD,B.HBCD,G.HBCD,Tissue,source,Class,Event,Species..scientific.,Species..common.,Species.Uncertain,Date.Found,Date.Certainty,Year,Location,Local.Authority,Region,Country,Grid.Ref,Easting,Northing,Latitude,Longitude,Sex,Length,Length.Uncertain,Euthanased,Stranding.Type,Condition.Found...Stranding.Outcome,Stranding.data.Stage,Sent.for.PM,Project,PM.Number,Histology.Number,Age.Group,PM.Date,Condition.at.PM,Frozen,Pathologist,Cause.of.Death,Cause.of.Death.Category,Cause.of.Death.Class,Live.Stranding..diagnosed.,PM.Summary,Age..yr.,Body.Weight..kg.,Length..PM...cm.,Girth..cm.,Dorsal.Blubber..mm.,Lateral.Blubber..mm.,Ventral.Blubber..mm.,Heart.Weight..g.,L.Testis..g.,R.Testis..g.,NMS.No,M.Ref,na_count,Lateral.Blubber..mm..1,Total_DDT,TotalCBs,TotalPBDEs,Speciescode,Date.found3,NOD,Rel.body.wt,resm4,Areaau,AreaAU2
21,296,SW2004/144,2005/05640,0.017241379,0.02183908,0,0.035632184,0.126436782,0.114942529,0.505747126,0.494252874,0.517241379,0,0.059770115,0.793103448,0.379310345,3.103448276,0.055172414,1.724137931,0.482758621,4.482758621,0,0.195402299,0.563218391,1.379310345,0.402298851,1.494252874,0.149425287,87,0.390804598,0.022988506,0.006896552,0.01954023,0.070114943,2.068965517,2.528735632,0.32183908,0.002068966,0.006551724,0.586206897,0.006091954,0.001149425,0.137931034,0.183908046,0.001149425,0.037931034,0.085057471,0.001149425,3.965517241,0.005747126,0.002873563,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,15/04/2004,exact,2004,"New Brighton beach, Wirral peninsula",Wirral,West coast,England,SJ312942,331200,394200,53.43982196,-3.035848929,F,110,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,S2099,,juvenile,16/04/2004,slight decomposition (code 2b),FALSE,John Baker,physical trauma and generalised bacterial infection (Salmonella sp.),Generalised Bacterial Infection,Infectious Disease,FALSE,,0,19,110,68,9,9,11,185,NA,NA,NA,,1,NA,4.91954023,17.09770115,1.049195402,HP,15/04/2004,5218,-0.11848619,0.397239309,Irish Sea,Irish and Celtic
22,297,SW2004/145,2005/05641,0.048780488,0.02804878,0,0.079268293,0.304878049,0.292682927,0.987804878,1.024390244,1.012195122,0,0.101219512,1.219512195,0.512195122,3.780487805,0.096341463,2.43902439,0.865853659,5,0,0.256097561,0.695121951,1.829268293,0.524390244,1.951219512,0.182926829,82,0.451219512,0.02195122,0.008536585,0.020731707,0.182926829,39.02439024,3.292682927,0.463414634,0.004268293,0.015853659,1.207317073,0.017073171,0.001219512,0.37804878,0.256097561,0.001219512,0.056097561,0.090243902,0.001219512,5.06097561,0.005487805,0.002439024,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,15/04/2004,exact,2004,"New Brighton beach, Wirral peninsula",Wirral,West coast,England,SJ312942,331200,394200,53.43982196,-3.035848929,M,118,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,S2100,,juvenile,16/04/2004,slight decomposition (code 2b),FALSE,John Baker,"parasitism, pulmonary (heavy)","Pneumonia, Parasitic",Infectious Disease,FALSE,,2,19,118,66,6,7,7,228,16,17,NA,,1,NA,42.7804878,23.23170732,2.028658537,HP,15/04/2004,5218,-0.293957806,0.628099863,Irish Sea,Irish and Celtic
23,300,SW2004/146,2005/05642,0,0.011235955,0,0.003370787,0.087640449,0.050561798,0.337078652,0.348314607,0.325842697,0,0,0.516853933,0.415730337,2.269662921,0.024719101,1.460674157,0.539325843,4.382022472,0,0.106741573,0.382022472,0.662921348,0.191011236,1.460674157,0.073033708,89,0.342696629,0.021348315,0.02247191,0.021348315,0.078651685,2.134831461,0.988764045,0.258426966,0.000764045,0.003370787,0.191011236,0.002696629,0.001123596,0.028089888,0.046067416,0.001123596,0.009101124,0.021348315,0.001123596,0.038202247,0.005617978,0.002808989,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,16/04/2004,exact,2004,"Roker beach (nr north pier), Sunderland",Sunderland,East coast,England,NZ408589,440800,558900,54.92304079,-1.363338285,M,108,FALSE,FALSE,live stranded,freshly dead (code 2a),verified,TRUE,EW,XT428/04,428/04,juvenile,23/04/2004,freshly dead (code 2a),FALSE,Rob Deaville,"haemorrhage, pulmonary (parasitic) and parasitism, heavy (multiple sites)","Pneumonia, Parasitic",Infectious Disease,FALSE,,NA,20,108,66,11,10,10,NA,9,10,NA,,1,NA,3.382022472,13.6494382,0.305820225,HP,16/04/2004,5219,-0.02133025,0.577655919,Greater North Sea,Northern North Sea
24,302,SW2004/165,2005/05643,0,0.015730337,0,0.005617978,0.02247191,0.020224719,0.066292135,0.08988764,0.168539326,0.1,0.028089888,0.292134831,0.146067416,0.93258427,0.039325843,0.292134831,0.088764045,1.235955056,0,0.057303371,0.213483146,0.528089888,0.123595506,0.348314607,0.075280899,89,0.11011236,0.019101124,0.001011236,0.017977528,0.029213483,0.359550562,0.157303371,0.074157303,0.001123596,0.002808989,0.191011236,0.003483146,0.001123596,0.03258427,0.06741573,0.001123596,0.013483146,0.024719101,0.001123596,0.097752809,0.005617978,0.002808989,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,09/05/2004,exact,2004,Aberystwyth (north beach),Ceredigion,West coast,Wales,SN583822,258300,282200,52.41903356,-4.083905191,M,109,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,EW,XT488/04,488/04,juvenile,11/05/2004,slight decomposition (code 2b),FALSE,Paul Jepson,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,NA,21,109,75,22,22,22,NA,9,9,NA,,1,NA,0.591011236,4.88988764,0.34,HP,09/05/2004,5242,0.0044234,-0.71795592,Irish Sea,Irish and Celtic
25,308,SW2004/179,2005/05644,0.020224719,0.035955056,0,0.030337079,0.168539326,0.106741573,0.449438202,0.685393258,0.606741573,0,0.064044944,1.08988764,0.741573034,5.617977528,0.098876404,2.471910112,0.921348315,6.629213483,0,0.370786517,1.460674157,3.033707865,0.988764045,2.471910112,0.393258427,89,0.348314607,0.020224719,0.01011236,0.020224719,0.087640449,1.460674157,0.629213483,0.213483146,0.001685393,0.009550562,0.797752809,0.010898876,0.001123596,0.202247191,0.258426966,0.001123596,0.049438202,0.06741573,0.001123596,1.258426966,0.005617978,0.002808989,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,08/06/2004,exact,2004,Swansea,Swansea,West coast,Wales,SS660921,266000,192100,51.61129194,-3.935468078,F,126,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,S2104,,juvenile,16/06/2004,freshly dead (code 2a),FALSE,John Baker,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,1,28,126,75,20,18,18,161,NA,NA,NA,,1,NA,2.303370787,28.45730337,1.400786517,HP,08/06/2004,5272,-0.070149012,0.714296814,Celtic Sea,Irish and Celtic
26,310,SW2004/277,2005/05645,0,0.009782609,0,0.005434783,0.102173913,0.020652174,0.456521739,0.391304348,0.217391304,0,0,0.576086957,0.423913043,4.239130435,0.031521739,1.52173913,0.391304348,5.869565217,0,0.206521739,0.760869565,1.847826087,0.456521739,1.52173913,0.184782609,92,0.380434783,0.019565217,0.007608696,0.018478261,0.163043478,1.630434783,1.02173913,0.217391304,0.000826087,0.001847826,0.293478261,0.001847826,0.001086957,0.060869565,0.141304348,0.001086957,0.043478261,0.094565217,0.001086957,0.847826087,0.005434783,0.002717391,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,14/09/2004,exact,2004,"Black Rock Sands, Porthmadog",Gwynedd,West coast,Wales,SH526375,252600,337500,52.91435396,-4.19240322,F,123,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,S2107,,juvenile,16/09/2004,freshly dead (code 2a),FALSE,John Baker,generalised bacterial infection (Salmonella sp.),Generalised Bacterial Infection,Infectious Disease,FALSE,,0,23,123,68,14,14,14,150,NA,NA,NA,,1,NA,2.869565217,19.23478261,0.641478261,HP,14/09/2004,5370,-0.206628824,0.369067856,Irish Sea,Irish and Celtic
27,312,SW2004/291,2005/05647,0,0.016304348,0,0.009782609,0.047826087,0.027173913,0.152173913,0.152173913,0.206521739,0.10326087,0.019565217,0.369565217,0.152173913,1.086956522,0.026086957,0.434782609,0.130434783,1.413043478,0,0.055434783,0.173913043,0.391304348,0.119565217,0.402173913,0.054347826,92,0.27173913,0.020652174,0.009782609,0.018478261,0.057608696,0.576086957,0.173913043,0.092391304,0.000695652,0.004347826,0.195652174,0.003478261,0.001086957,0.034782609,0.047826087,0.001086957,0.007934783,0.019565217,0.001086957,0.206521739,0.005434783,0.002717391,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,28/09/2004,exact,2004,"Doniford beach, Watchet",Somerset,South-west,England,ST095433,309500,143300,51.18123947,-3.294930867,F,112,FALSE,FALSE,live stranded,freshly dead (code 2a),verified,TRUE,EW,XT1813/04,1813/04,juvenile,01/10/2004,slight decomposition (code 2b),FALSE,Paul Jepson,generalised bacterial infection (Vibrio parahaemolyticus),Generalised Bacterial Infection,Infectious Disease,FALSE,,NA,20,112,61,18,18,18,NA,NA,NA,NA,,1,NA,0.842391304,5.544565217,0.317543478,HP,28/09/2004,5384,-0.112229142,-1.049439751,Celtic Sea,Irish and Celtic
28,315,SW2004/339,2005/05649,0,0.008602151,0,0.027956989,0.069892473,0.038709677,0.279569892,0.322580645,0.268817204,0,0,0.76344086,0.301075269,2.688172043,0.030107527,1.720430108,0.462365591,3.870967742,0,0.11827957,0.505376344,1.182795699,0.279569892,1.290322581,0.102150538,93,0.172043011,0.019354839,0.006451613,0.017204301,0.040860215,1.139784946,0.247311828,0.182795699,0.000591398,0.001612903,0.172043011,0.001505376,0.001075269,0.019354839,0.046236559,0.001075269,0.008709677,0.025806452,0.001075269,0.101075269,0.005376344,0.002688172,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,25/11/2004,exact,2004,Prawle beach (East Prawle),Devon,South-west,England,SX785359,278500,35900,50.20999782,-3.702975779,M,133,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT2058/04,2058/04,juvenile,29/11/2004,slight decomposition (code 2b),FALSE,Rob Deaville,enteritis/peritonitis (Fusobacterium necrophorum),Gastritis and/or Enteritis,Infectious Disease,FALSE,,NA,35,133,82,21,20,22,NA,16,15,NA,,1,NA,1.569892473,14.3311828,0.279086022,HP,25/11/2004,5442,0.017856546,0.035029051,Celtic Sea,Channel
29,322,SW2005/26,2006/05162,0.024233347,0.012643486,0,0.012643486,0.048466695,0.03898408,0.189652283,0.136971093,0.210724759,0.045305823,0.017911605,0.210724759,0.136971093,0.842899036,0.023179724,0.484666946,0.126434855,1.264348555,0.053734814,0.045305823,0.126434855,0.347695853,0.100094261,0.421449518,0.065324675,94.91053678,0.08323628,0,0.000948261,0.013697109,0.0221261,0.733322162,0.536294512,0.027394219,0.001053624,0.002751012,0.166544206,0.001053624,0.001053624,0.018138134,0.008083402,0.001053624,0.004564298,0.007223645,0.001053624,1.706870549,0.003160871,0.003160871,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,31/01/2005,exact,2005,"Formby Point (Lifeboat Road), Formby",Sefton,West coast,England,SD269067,326900,406700,53.55159068,-3.103490012,M,119,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,S2121,,juvenile,05/02/2005,freshly dead (code 2a),FALSE,John Baker,"haemorrhage, pulmonary (parasitic and acute)","Pneumonia, Parasitic",Infectious Disease,FALSE,,NA,28,119,83,24,24,24,193,9,10,NA,,1,NA,1.297010892,4.986801424,0.212572815,HP,31/01/2005,5509,0.072715245,-0.480064731,Irish Sea,Irish and Celtic
30,324,SW2005/28,2006/04220,0.115923272,0.019108232,0.016560467,0.04840752,0.22929878,0.152865854,0.815284553,0.764329268,0.751590447,0.611463415,0.086623984,1.019105691,0.509552846,5.732469512,0.04840752,3.69425813,0.904456301,8.28023374,0.203821138,0.178343496,0.585985772,1.401270325,0.394903455,2.165599594,0.152865854,78.50019944,0.275158537,0.02420376,0.001146494,0,0.058598577,2.745215955,0.998723577,0.340126524,0.001273882,0.009668765,0.499021662,0.006384697,0.001273882,0.074488983,0.030706928,0.001273882,0.021271284,0.01758849,0.001273882,0.56050813,0.002547764,0.002547764,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,06/02/2005,exact,2005,"Climping beach, Littlehampton",West Sussex,Channel,England,TQ007007,500700,100700,50.79653929,-0.570978993,F,119,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT159/05,159/05,juvenile,09/02/2005,slight decomposition (code 2b),FALSE,Rob Deaville,generalised bacterial infection (Edwardsiella tarda and Shewanella putrefaciens),Generalised Bacterial Infection,Infectious Disease,TRUE,,NA,25,119,71,14,14,14,NA,NA,NA,NA,,1,NA,4.084066057,28.88272917,0.664226338,HP,06/02/2005,5515,-0.04061344,0.551582258,Greater North Sea,Channel
31,332,SW2005/61,2006/04223,0.037477954,0,0.042989418,0.025352734,0.057319224,0.03196649,0.220458554,0.187389771,0.187389771,0.154320988,0.020943563,0.341710758,0.165343915,1.4329806,0.014329806,1.212522046,0.231481481,2.204585538,0.078262787,0.068342152,0.231481481,0.584215168,0.176366843,0.782627866,0.078262787,90.72,0.230379189,0,0.000992063,0,0.042989418,1.386684303,0.831128748,0.205026455,0.001102293,0.001102293,0.159646164,0.001102293,0.001102293,0.029379409,0.016578483,0.001102293,0.012088845,0.015023148,0.001102293,1.752645503,0.002755732,0.002755732,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,15/03/2005,exact,2005,"Fisherman's Walk, Bournemouth",Bournemouth,Channel,England,SZ093907,409300,90700,50.71528101,-1.868255902,M,111,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT344/05,344/05,juvenile,24/03/2005,slight decomposition (code 2b),FALSE,Rob Deaville,"parasitism, pulmonary (heavy)","Pneumonia, Parasitic",Infectious Disease,FALSE,,NA,23,111,69,13,14,16,NA,12,11,NA,,1,NA,2.422839506,8.568121693,0.239329806,HP,15/03/2005,5552,0.04994949,-0.417567301,Greater North Sea,Channel
32,336,SW2005/66,2006/04225,0.042752959,0.012058527,0.012058527,0.027405743,0.064677554,0.083313459,0.219245945,0.19732135,0.383680403,0.153472161,0.037271811,0.383680403,0.142509864,1.096229724,0.031790662,0.646775537,0.208283648,1.425098641,0.048234108,0.044945419,0.108526743,0.252132836,0.082217229,0.416567295,0.023020824,91.22175565,0.154568391,0.023020824,0.014250986,0,0.033983121,1.211333845,0.343119904,0.139221175,0.00109623,0.010003096,0.405368212,0.011297744,0.00109623,0.099945456,0.022671127,0.00109623,0.009195175,0.007092606,0.00109623,0.255421526,0.002740574,0.002740574,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,21/03/2005,exact,2005,"Winterton beach, Winterton-on-Sea",Norfolk,East coast,England,TG500197,650000,319700,52.7167435,1.702071668,F,121,FALSE,TRUE,live stranded,freshly dead (code 2a),verified,TRUE,EW,XT357/05,357/05,juvenile,30/03/2005,freshly dead (code 2a),FALSE,Paul Jepson,live stranding,Live Stranding,Others,FALSE,,NA,32,121,81,25,22,22,NA,NA,NA,NA,,1,NA,1.693674923,6.143271372,0.569958335,HP,21/03/2005,5558,0.164588273,-0.54208078,Greater North Sea,Southern North Sea
33,340,SW2005/78,2006/04226,0.057803468,0.022232103,0.011116052,0.026678524,0.072254335,0.085593597,0.255669186,0.233437083,0.455758115,0.177856825,0.014450867,0.42240996,0.177856825,1.333926189,0.018897288,0.755891507,0.255669186,1.667407737,0.050022232,0.037794575,0.097821254,0.188972877,0.065584704,0.555802579,0.018897288,89.96,0.221209426,0.023343708,0.001000445,0,0.042240996,1.326144953,0.442418853,0.104490885,0.001111605,0.00891285,0.234226323,0.001111605,0.001111605,0.017291018,0.005151178,0.001111605,0.001111605,0.001111605,0.001111605,0.070031125,0.002779013,0.002779013,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,29/03/2005,exact,2005,"Stone Point, Walton-On-The-Naze",Essex,East coast,England,TM255215,625500,221500,51.84603346,1.274268658,M,98,FALSE,FALSE,live stranded,freshly dead (code 2a),verified,TRUE,EW,XT362/05,362/05,juvenile,31/03/2005,freshly dead (code 2a),FALSE,Paul Jepson,live stranding,Live Stranding,Others,FALSE,,NA,17,98,63,13,14,14,NA,9,9,NA,,1,NA,1.873054691,7.059804357,0.273362606,HP,29/03/2005,5566,0.059006173,-0.517677224,Greater North Sea,Southern North Sea
34,342,SW2005/101,2006/04228,0.222369584,0.022236958,0.033355438,0.103401857,0.733819629,0.322435897,2.00132626,2.00132626,0.822767462,1.223032714,0.189014147,2.446065429,0.945070734,11.34084881,0.092283378,9.339522547,1.778956676,16.34416446,0.322435897,0.344672856,1.223032714,3.113174182,0.667108753,4.336206897,0.277961981,89.94035785,0.131198055,0,0.001000663,0,0.060039788,1.067374005,0.585943855,0.034467286,0.001111848,0.002622849,0.093213994,0.001111848,0.001111848,0.003417821,0.001111848,0.001111848,0.001111848,0.001111848,0.001111848,0.110072944,0.007782935,0.00277962,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,13/04/2005,exact,2005,Dymchurch (N end of beach),Kent,East coast,England,TR124315,612400,131500,51.04299094,1.03033814,M,129,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT434/05,434/05,juvenile,18/04/2005,freshly dead (code 2a),FALSE,Paul Jepson,live stranding,Live Stranding,Others,TRUE,,NA,33,129,81,21,19,19,NA,9,NA,NA,,1,NA,1.687785146,60.24659151,0.108149447,HP,13/04/2005,5581,0.035340878,1.487338796,Greater North Sea,Channel
35,347,SW2005/118,2006/04229,0.026921739,0.01346087,0,0.014582609,0.042626087,0.040382609,0.123391304,0.09086087,0.235565217,0.09086087,0.032530435,0.325304348,0.16826087,1.020782609,0.043747826,0.42626087,0.112173913,1.233913044,0.061695652,0.048234783,0.190695652,0.437478261,0.112173913,0.403826087,0.076278261,89.14728682,0.155921739,0,0.001009565,0,0.023556522,0.440843478,0.215373913,0.029165217,0.001121739,0.002750504,0.155612139,0.001121739,0.001121739,0.013475452,0.001121739,0.001121739,0.001121739,0.001121739,0.001121739,0.16826087,0.002804348,0.002804348,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,08/05/2005,exact,2005,Castell Bach,Ceredigion,West coast,Wales,SN359578,235900,257800,52.19357845,-4.401141096,F,104,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT504/05,504/05,juvenile,11/05/2005,slight decomposition (code 2b),FALSE,Paul Jepson,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,NA,23,104,72,20,18,18,NA,NA,NA,NA,,1,NA,0.685382609,5.372008696,0.180812009,HP,08/05/2005,5606,0.21276153,-0.536162161,Irish Sea,Irish and Celtic
36,351,SW2005/137,2006/05165,0.017228657,0.012921493,0,0,0.036610897,0.026919777,0.129214929,0.107679108,0.150750751,0.062453882,0,0.236894037,0.13998284,0.990647791,0.019382239,0.463020163,0.107679108,1.3998284,0.064607465,0.055993136,0.204590305,0.506091806,0.129214929,0.506091806,0.129214929,92.8685259,0.121677392,0.018305448,0.000969112,0,0.026919777,0.521166881,0.184131274,0.03015015,0.001076791,0.002670442,0.11427553,0.001076791,0.001076791,0.007850884,0.002637061,0.001076791,0.002699515,0.001076791,0.001076791,0.178747319,0.002691978,0.002691978,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,02/06/2005,exact,2005,"Porth Lleuog, Ramsey Island",Pembrokeshire,West coast,Wales,SM699231,169900,223100,51.85851951,-5.342004384,M,71,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,S2134,,juvenile,05/06/2005,freshly dead (code 2a),FALSE,John Baker,starvation/hypothermia (neonate),Starvation (neonate),Others,FALSE,,NA,8,71,42,6,6,9,52,2,3,NA,,1,NA,0.735448305,5.497018447,0.136594178,HP,02/06/2005,5631,0.110774196,-0.530700384,Celtic Sea,Irish and Celtic
37,354,SW2005/154,2006/04230,0,0,0,0,0.013921961,0,0.050625313,0.041765883,0.084797399,0.048094047,0.018984492,0.097453727,0.043031516,0.329064532,0.020250125,0.189844922,0.044297149,0.430315158,0.026578289,0.017718859,0.050625313,0.12150075,0.030375188,0.13921961,0.015187594,79.01185771,0.043031516,0,0.00113907,0,0.017718859,0.162001,0.091125563,0,0.001265633,0.001265633,0.043244142,0.001265633,0.001265633,0.001265633,0.001265633,0.001265633,0.001265633,0.001265633,0.001265633,0.062016008,0.002531266,0.002531266,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,13/06/2005,exact,2005,Mwnt,Ceredigion,West coast,Wales,SN194519,219400,251900,52.1354279,-4.639167911,F,79,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT683/05,683/05,juvenile,15/06/2005,slight decomposition (code 2b),FALSE,Rob Deaville,live stranding,Live Stranding,Others,TRUE,,NA,9,79,51,18,18,20,NA,NA,NA,NA,,1,NA,0.253126563,1.813651826,0.05590047,HP,13/06/2005,5642,-0.038303348,-1.906494671,Irish Sea,Irish and Celtic
38,369,SW2005/281,2007/07000,0.044500954,0.028607756,0.019071837,0.022250477,0.116550117,0.058275058,0.466200466,0.360245815,0.275482094,0.105954651,0.039203221,0.476795931,0.339054885,2.542911634,0.020131384,1.589319771,0.37084128,3.920322102,0.190718373,0.148336512,0.582750583,1.48336512,0.402627675,1.589319771,0.254291163,94.38,0.182242,0.02436957,0.000953592,0,0.036024581,2.08518754,1.271455817,0.091121,0.001059547,0.001059547,0.222504768,0.001059547,0.001059547,0.054036872,0.137741047,0.001059547,0.041322314,0.137741047,0.001059547,2.497351134,0.002648866,0.006357279,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,27/11/2005,exact,2005,"Little Eye, Hilbre Island, West Kirby, Wirral",Wirral,West coast,England,SJ197868,319700,386800,53.37168712,-3.207068767,M,134,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,S2139,,juvenile,29/11/2005,freshly dead (code 2a),FALSE,John Baker,generalised bacterial infection (Escherichia coli),Generalised Bacterial Infection,Infectious Disease,FALSE,,NA,33,134,81,20,20,21,252,20,20,NA,,1,NA,3.447764357,15.44712863,0.599703327,HP,27/11/2005,5809,-0.059706469,0.47782989,Irish Sea,Irish and Celtic
39,389,SW2006/96,2006/04243,0.048214445,0.011212662,0,0.016818992,0.076246099,0.071761034,0.302741864,0.246678555,0.381230495,0.224253232,0.039244316,0.41486848,0.213040571,1.681899242,0.026910388,0.97550156,0.336379848,2.130405707,0.068397236,0.045971913,0.134551939,0.257891217,0.085216228,0.76246099,0.053820776,89.18489066,0.213040571,0.019061525,0.00100914,0,0.050456977,1.357853321,0.411504681,0.063912171,0.001121266,0.004485065,0.197661284,0.001121266,0.001121266,0.018605169,0.005027757,0.001121266,0.001121266,0.002578912,0.001121266,0.128945609,0.002803165,0.002803165,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,22/03/2006,exact,2006,"Blyth, Newcastle upon Tyne",Northumberland,East coast,England,NZ315823,431500,582300,55.13400638,-1.50587242,M,112,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT422/06,422/06,juvenile,29/03/2006,slight decomposition (code 2b),FALSE,Rob Deaville,"parasitism, cardiac and pulmonary (heavy)",Gastritis and/or Enteritis,Infectious Disease,FALSE,,NA,20,112,66,8,8,9,NA,9,9,NA,,1,NA,1.833270174,8.605717788,0.235085785,HP,22/03/2006,5924,-0.112229142,0.049263733,Greater North Sea,Northern North Sea
